Location,lat,long,year,plot,block,variety,inoculum,dap,dt,inc_germ,inc_germ_new,inc_germ_cum,date,inc_all4,inc_all4_new,inc_all4_cum,sy_inc,syinc_new,syinc_cum,germ_dy/dt,sy_dy/dt,can_cover
Marianna,30.857,-85.168,2019,412,4,GA06G,Scl3,106,13,5,5,10,9/5/2019,50,25,75,50,25,70,0.384615385,1.923076923,
Marianna,30.857,-85.168,2019,412,4,GA06G,Scl3,121,15,0,0,10,9/20/2019,45,10,85,45,10,80,0,0.666666667,
Marianna,30.857,-85.168,2019,412,4,GA06G,Scl3,133,12,0,0,10,10/2/2019,45,10,95,45,10,90,0,0.833333333,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,42,42,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,51,9,0,0,0,7/12/2019,0,0,0,0,0,0,0,0,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,63,12,20,20,20,7/24/2019,20,20,20,5,5,5,1.666666667,0.416666667,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,78,15,5,5,25,8/8/2019,20,10,30,20,20,25,0.333333333,1.333333333,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,93,15,30,20,45,8/23/2019,30,15,45,30,15,40,1.333333333,1,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,106,13,30,15,60,9/5/2019,35,15,60,35,15,55,1.153846154,1.153846154,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,121,15,0,0,60,9/20/2019,35,5,65,35,5,60,0,0.333333333,
Marianna,30.857,-85.168,2019,413,4,GA06G,Grn3,133,12,10,10,70,10/2/2019,40,10,75,30,0,60,0.833333333,0,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,42,42,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,51,9,5,5,5,7/12/2019,5,5,5,0,0,0,0.555555556,0,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,63,12,60,60,65,7/24/2019,70,65,70,60,60,60,5,5,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,78,15,15,5,70,8/8/2019,90,25,95,90,35,95,0.333333333,2.333333333,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,93,15,80,25,95,8/23/2019,90,5,100,85,5,100,1.666666667,0.333333333,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,106,13,0,0,95,9/5/2019,35,0,100,35,0,100,0,0,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,121,15,0,0,95,9/20/2019,45,0,100,45,0,100,0,0,
Marianna,30.857,-85.168,2019,414,4,GA06G,Grn1,133,12,5,0,95,10/2/2019,45,0,100,40,0,100,0,0,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,42,42,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,51,9,0,0,0,7/12/2019,0,0,0,0,0,0,0,0,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,63,12,15,15,15,7/24/2019,20,20,20,10,10,10,1.25,0.833333333,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,78,15,20,20,35,8/8/2019,30,25,45,30,25,35,1.333333333,1.666666667,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,93,15,45,25,60,8/23/2019,65,30,75,65,40,75,1.666666667,2.666666667,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,106,13,10,5,65,9/5/2019,45,5,80,45,5,80,0.384615385,0.384615385,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,121,15,0,0,65,9/20/2019,55,0,80,55,0,80,0,0,
Marianna,30.857,-85.168,2019,415,4,GA06G,Scl2,133,12,10,10,75,10/2/2019,50,10,90,40,0,80,0.833333333,0,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,42,42,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,51,9,0,0,0,7/12/2019,0,0,0,0,0,0,0,0,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,63,12,5,5,5,7/24/2019,5,5,5,0,0,0,0.416666667,0,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,78,15,0,0,5,8/8/2019,0,0,5,0,0,0,0,0,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,93,15,0,0,5,8/23/2019,10,10,15,10,10,10,0,0.666666667,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,106,13,0,0,5,9/5/2019,10,0,15,10,0,10,0,0,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,121,15,0,0,5,9/20/2019,30,15,30,30,20,30,0,1.333333333,
Marianna,30.857,-85.168,2019,416,4,GA06G,Grn control,133,12,5,5,10,10/2/2019,40,15,45,35,10,40,0.416666667,0.833333333,
Marianna,30.857,-85.168,2020,101,1,TUF297,Grn3,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,35.71428571
Marianna,30.857,-85.168,2020,101,1,TUF297,Grn3,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,55.49450549
Marianna,30.857,-85.168,2020,101,1,TUF297,Grn3,73,14,5,5,5,8/7/2020,5,5,5,0,0,0,0.357142857,0,95
Marianna,30.857,-85.168,2020,101,1,TUF297,Grn3,87,14,40,35,40,8/21/2020,40,35,40,0,0,0,2.5,0,100
Marianna,30.857,-85.168,2020,101,1,TUF297,Grn3,101,14,20,0,40,9/4/2020,25,0,40,5,5,5,0,0.357142857,100
Marianna,30.857,-85.168,2020,101,1,TUF297,Grn3,146,45,0,0,40,10/19/2020,25,15,55,25,25,30,0,0.555555556,100
Marianna,30.857,-85.168,2020,102,1,TUF297,Grn2,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,35.16483516
Marianna,30.857,-85.168,2020,102,1,TUF297,Grn2,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,62.08791209
Marianna,30.857,-85.168,2020,102,1,TUF297,Grn2,73,14,10,10,10,8/7/2020,10,10,10,0,0,0,0.714285714,0,99
Marianna,30.857,-85.168,2020,102,1,TUF297,Grn2,87,14,20,15,25,8/21/2020,25,20,30,5,5,5,1.071428571,0.357142857,100
Marianna,30.857,-85.168,2020,102,1,TUF297,Grn2,101,14,0,0,25,9/4/2020,0,0,30,0,0,5,0,0,100
Marianna,30.857,-85.168,2020,102,1,TUF297,Grn2,146,45,0,0,25,10/19/2020,10,0,30,10,5,10,0,0.111111111,100
Marianna,30.857,-85.168,2020,103,1,TUF297,Grn1,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,33.51648352
Marianna,30.857,-85.168,2020,103,1,TUF297,Grn1,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,62.63736264
Marianna,30.857,-85.168,2020,103,1,TUF297,Grn1,73,14,5,5,5,8/7/2020,5,5,5,5,5,5,0.357142857,0.357142857,95
Marianna,30.857,-85.168,2020,103,1,TUF297,Grn1,87,14,15,15,20,8/21/2020,15,15,20,0,0,5,1.071428571,0,100
Marianna,30.857,-85.168,2020,103,2,TUF297,Grn1,101,14,5,0,20,9/4/2020,5,0,20,0,0,5,0,0,100
Marianna,30.857,-85.168,2020,103,2,TUF297,Grn1,146,45,0,0,20,10/19/2020,5,5,25,5,5,10,0,0.111111111,100
Marianna,30.857,-85.168,2020,104,2,TUF297,Scl1,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,43.95604396
Marianna,30.857,-85.168,2020,104,2,TUF297,Scl1,59,15,5,5,5,7/24/2020,5,5,5,0,0,0,0.333333333,0,75.82417582
Marianna,30.857,-85.168,2020,104,2,TUF297,Scl1,73,14,20,20,25,8/7/2020,20,20,25,0,0,0,1.428571429,0,97
Marianna,30.857,-85.168,2020,104,2,TUF297,Scl1,87,14,25,10,35,8/21/2020,25,10,35,0,0,0,0.714285714,0,100
Marianna,30.857,-85.168,2020,104,2,TUF297,Scl1,101,14,0,0,35,9/4/2020,0,0,35,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,104,2,TUF297,Scl1,146,45,0,0,35,10/19/2020,25,5,40,25,25,25,0,0.555555556,100
Marianna,30.857,-85.168,2020,105,2,TUF297,Scl3,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,49.45054945
Marianna,30.857,-85.168,2020,105,2,TUF297,Scl3,59,15,5,5,5,7/24/2020,5,5,5,0,0,0,0.333333333,0,78.02197802
Marianna,30.857,-85.168,2020,105,2,TUF297,Scl3,73,14,40,40,45,8/7/2020,40,40,45,15,15,15,2.857142857,1.071428571,97
Marianna,30.857,-85.168,2020,105,2,TUF297,Scl3,87,14,75,40,85,8/21/2020,75,40,85,60,45,60,2.857142857,3.214285714,100
Marianna,30.857,-85.168,2020,105,2,TUF297,Scl3,101,14,0,0,85,9/4/2020,65,10,95,65,20,80,0,1.428571429,100
Marianna,30.857,-85.168,2020,105,2,TUF297,Scl3,146,45,0,0,85,10/19/2020,30,0,95,30,0,80,0,0,100
Marianna,30.857,-85.168,2020,106,2,TUF297,Control,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,50.54945055
Marianna,30.857,-85.168,2020,106,2,TUF297,Control,59,15,5,5,5,7/24/2020,5,5,5,0,0,0,0.333333333,0,81.31868132
Marianna,30.857,-85.168,2020,106,3,TUF297,Control,73,14,20,15,20,8/7/2020,20,15,20,0,0,0,1.071428571,0,95
Marianna,30.857,-85.168,2020,106,3,TUF297,Control,87,14,5,0,20,8/21/2020,5,0,20,5,5,5,0,0.357142857,100
Marianna,30.857,-85.168,2020,106,3,TUF297,Control,101,14,0,0,20,9/4/2020,5,0,20,5,0,5,0,0,100
Marianna,30.857,-85.168,2020,106,3,TUF297,Control,146,45,0,0,20,10/19/2020,5,5,25,5,5,10,0,0.111111111,100
Marianna,30.857,-85.168,2020,107,3,TUF297,Grn control,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,47.25274725
Marianna,30.857,-85.168,2020,107,3,TUF297,Grn control,59,15,15,15,15,7/24/2020,15,15,15,0,0,0,1,0,79.12087912
Marianna,30.857,-85.168,2020,107,3,TUF297,Grn control,73,14,55,50,65,8/7/2020,55,50,65,0,0,0,3.571428571,0,95
Marianna,30.857,-85.168,2020,107,3,TUF297,Grn control,87,14,50,25,90,8/21/2020,50,25,90,15,15,15,1.785714286,1.071428571,100
Marianna,30.857,-85.168,2020,107,3,TUF297,Grn control,101,14,0,0,90,9/4/2020,35,0,90,35,20,35,0,1.428571429,100
Marianna,30.857,-85.168,2020,107,3,TUF297,Grn control,146,45,0,0,90,10/19/2020,20,0,90,20,10,45,0,0.222222222,100
Marianna,30.857,-85.168,2020,108,3,TUF297,Scl2,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,45.6043956
Marianna,30.857,-85.168,2020,108,3,TUF297,Scl2,59,15,5,5,5,7/24/2020,5,5,5,0,0,0,0.333333333,0,64.83516484
Marianna,30.857,-85.168,2020,108,3,TUF297,Scl2,73,14,20,20,25,8/7/2020,20,20,25,0,0,0,1.428571429,0,100
Marianna,30.857,-85.168,2020,108,3,TUF297,Scl2,87,14,20,15,40,8/21/2020,20,15,40,5,5,5,1.071428571,0.357142857,100
Marianna,30.857,-85.168,2020,108,3,TUF297,Scl2,101,14,5,5,45,9/4/2020,10,10,50,5,5,10,0.357142857,0.357142857,100
Marianna,30.857,-85.168,2020,108,3,TUF297,Scl2,146,45,0,0,45,10/19/2020,10,5,55,10,10,20,0,0.222222222,100
Marianna,30.857,-85.168,2020,109,4,GA06G,Grn3,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,34.61538462
Marianna,30.857,-85.168,2020,109,4,GA06G,Grn3,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,69.23076923
Marianna,30.857,-85.168,2020,109,4,GA06G,Grn3,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,96
Marianna,30.857,-85.168,2020,109,4,GA06G,Grn3,87,14,0,0,0,8/21/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,109,4,GA06G,Grn3,101,14,0,0,0,9/4/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,109,4,GA06G,Grn3,146,45,0,0,0,10/19/2020,5,5,5,5,5,5,0,0.111111111,100
Marianna,30.857,-85.168,2020,110,4,GA06G,Scl1,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,40.10989011
Marianna,30.857,-85.168,2020,110,4,GA06G,Scl1,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,73.07692308
Marianna,30.857,-85.168,2020,110,4,GA06G,Scl1,73,14,5,5,5,8/7/2020,5,5,5,0,0,0,0.357142857,0,98
Marianna,30.857,-85.168,2020,110,4,GA06G,Scl1,87,14,15,15,20,8/21/2020,15,15,20,0,0,0,1.071428571,0,100
Marianna,30.857,-85.168,2020,110,4,GA06G,Scl1,101,14,0,0,20,9/4/2020,0,0,20,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,110,4,GA06G,Scl1,146,45,0,0,20,10/19/2020,10,10,30,10,10,10,0,0.222222222,100
Marianna,30.857,-85.168,2020,111,4,GA06G,Grn1,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,48.35164835
Marianna,30.857,-85.168,2020,111,4,GA06G,Grn1,59,15,5,5,5,7/24/2020,5,5,5,0,0,0,0.333333333,0,80.76923077
Marianna,30.857,-85.168,2020,111,4,GA06G,Grn1,73,14,0,0,5,8/7/2020,0,0,5,0,0,0,0,0,96
Marianna,30.857,-85.168,2020,111,4,GA06G,Grn1,87,14,40,40,45,8/21/2020,40,40,45,0,0,0,2.857142857,0,100
Marianna,30.857,-85.168,2020,111,1,GA06G,Grn1,101,14,5,0,45,9/4/2020,50,25,70,50,50,50,0,3.571428571,100
Marianna,30.857,-85.168,2020,111,1,GA06G,Grn1,146,45,0,0,45,10/19/2020,10,0,70,10,5,55,0,0.111111111,100
Marianna,30.857,-85.168,2020,112,1,GA06G,Grn control,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,52.74725275
Marianna,30.857,-85.168,2020,112,1,GA06G,Grn control,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,87.91208791
Marianna,30.857,-85.168,2020,112,1,GA06G,Grn control,73,14,10,10,10,8/7/2020,10,10,10,0,0,0,0.714285714,0,97
Marianna,30.857,-85.168,2020,112,1,GA06G,Grn control,87,14,40,35,45,8/21/2020,40,35,45,10,10,10,2.5,0.714285714,100
Marianna,30.857,-85.168,2020,112,1,GA06G,Grn control,101,14,5,5,50,9/4/2020,35,15,60,30,20,30,0.357142857,1.428571429,100
Marianna,30.857,-85.168,2020,112,1,GA06G,Grn control,146,45,0,0,50,10/19/2020,15,0,60,15,5,35,0,0.111111111,100
Marianna,30.857,-85.168,2020,113,1,GA06G,Scl2,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,42.85714286
Marianna,30.857,-85.168,2020,113,1,GA06G,Scl2,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,82.96703297
Marianna,30.857,-85.168,2020,113,1,GA06G,Scl2,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,96
Marianna,30.857,-85.168,2020,113,1,GA06G,Scl2,87,14,5,5,5,8/21/2020,5,5,5,0,0,0,0.357142857,0,100
Marianna,30.857,-85.168,2020,113,1,GA06G,Scl2,101,14,0,0,5,9/4/2020,0,0,5,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,113,1,GA06G,Scl2,146,45,0,0,5,10/19/2020,5,5,10,5,5,5,0,0.111111111,100
Marianna,30.857,-85.168,2020,114,1,GA06G,Grn2,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,65.38461538
Marianna,30.857,-85.168,2020,114,1,GA06G,Grn2,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,114,2,GA06G,Grn2,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,114,2,GA06G,Grn2,87,14,30,30,30,8/21/2020,30,30,30,20,20,20,2.142857143,1.428571429,100
Marianna,30.857,-85.168,2020,114,2,GA06G,Grn2,101,14,5,0,30,9/4/2020,15,0,30,15,0,20,0,0,100
Marianna,30.857,-85.168,2020,114,2,GA06G,Grn2,146,45,0,0,30,10/19/2020,30,10,40,30,20,40,0,0.444444444,100
Marianna,30.857,-85.168,2020,115,2,GA06G,Scl3,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,57.14285714
Marianna,30.857,-85.168,2020,115,2,GA06G,Scl3,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,93.40659341
Marianna,30.857,-85.168,2020,115,2,GA06G,Scl3,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,96
Marianna,30.857,-85.168,2020,115,2,GA06G,Scl3,87,14,10,10,10,8/21/2020,10,10,10,0,0,0,0.714285714,0,100
Marianna,30.857,-85.168,2020,115,2,GA06G,Scl3,101,14,0,0,10,9/4/2020,0,0,10,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,115,2,GA06G,Scl3,146,45,0,0,10,10/19/2020,20,20,30,20,20,20,0,0.444444444,100
Marianna,30.857,-85.168,2020,116,2,GA06G,Control,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,63.18681319
Marianna,30.857,-85.168,2020,116,2,GA06G,Control,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,96.15384615
Marianna,30.857,-85.168,2020,116,2,GA06G,Control,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,99
Marianna,30.857,-85.168,2020,116,2,GA06G,Control,87,14,30,30,30,8/21/2020,30,30,30,0,0,0,2.142857143,0,100
Marianna,30.857,-85.168,2020,116,2,GA06G,Control,101,14,0,0,30,9/4/2020,0,0,30,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,116,2,GA06G,Control,146,45,0,0,30,10/19/2020,25,25,55,25,25,25,0,0.555555556,100
Marianna,30.857,-85.168,2020,201,3,GA06G,Grn control,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,39.56043956
Marianna,30.857,-85.168,2020,201,3,GA06G,Grn control,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,70.32967033
Marianna,30.857,-85.168,2020,201,3,GA06G,Grn control,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,98
Marianna,30.857,-85.168,2020,201,3,GA06G,Grn control,87,14,0,0,0,8/21/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,201,3,GA06G,Grn control,101,14,0,0,0,9/4/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,201,3,GA06G,Grn control,146,45,0,0,0,10/19/2020,30,30,30,30,30,30,0,0.666666667,100
Marianna,30.857,-85.168,2020,202,3,GA06G,Grn1,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,51.64835165
Marianna,30.857,-85.168,2020,202,3,GA06G,Grn1,59,15,5,5,5,7/24/2020,5,5,5,0,0,0,0.333333333,0,80.76923077
Marianna,30.857,-85.168,2020,202,3,GA06G,Grn1,73,14,15,10,15,8/7/2020,15,10,15,0,0,0,0.714285714,0,98
Marianna,30.857,-85.168,2020,202,3,GA06G,Grn1,87,14,30,25,40,8/21/2020,30,25,40,0,0,0,1.785714286,0,100
Marianna,30.857,-85.168,2020,202,3,GA06G,Grn1,101,14,0,0,40,9/4/2020,5,5,45,5,5,5,0,0.357142857,100
Marianna,30.857,-85.168,2020,202,3,GA06G,Grn1,146,45,0,0,40,10/19/2020,25,10,55,25,20,25,0,0.444444444,100
Marianna,30.857,-85.168,2020,203,3,GA06G,Control,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,51.0989011
Marianna,30.857,-85.168,2020,203,3,GA06G,Control,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,77.47252747
Marianna,30.857,-85.168,2020,203,3,GA06G,Control,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,97
Marianna,30.857,-85.168,2020,203,3,GA06G,Control,87,14,10,10,10,8/21/2020,10,10,10,0,0,0,0.714285714,0,100
Marianna,30.857,-85.168,2020,203,4,GA06G,Control,101,14,0,0,10,9/4/2020,0,0,10,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,203,4,GA06G,Control,146,45,0,0,10,10/19/2020,25,25,35,25,25,25,0,0.555555556,100
Marianna,30.857,-85.168,2020,204,4,GA06G,Grn2,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,59.34065934
Marianna,30.857,-85.168,2020,204,4,GA06G,Grn2,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,92.30769231
Marianna,30.857,-85.168,2020,204,4,GA06G,Grn2,73,14,10,10,10,8/7/2020,10,10,10,0,0,0,0.714285714,0,100
Marianna,30.857,-85.168,2020,204,4,GA06G,Grn2,87,14,0,0,10,8/21/2020,0,0,10,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,204,4,GA06G,Grn2,101,14,0,0,10,9/4/2020,0,0,10,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,204,4,GA06G,Grn2,146,45,0,0,10,10/19/2020,20,20,30,20,20,20,0,0.444444444,100
Marianna,30.857,-85.168,2020,205,4,GA06G,Scl3,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,55.49450549
Marianna,30.857,-85.168,2020,205,4,GA06G,Scl3,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,86.26373626
Marianna,30.857,-85.168,2020,205,4,GA06G,Scl3,73,14,5,5,5,8/7/2020,5,5,5,0,0,0,0.357142857,0,97
Marianna,30.857,-85.168,2020,205,4,GA06G,Scl3,87,14,5,5,10,8/21/2020,5,5,10,0,0,0,0.357142857,0,100
Marianna,30.857,-85.168,2020,205,4,GA06G,Scl3,101,14,0,0,10,9/4/2020,0,0,10,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,205,4,GA06G,Scl3,146,45,0,0,10,10/19/2020,20,20,30,20,20,20,0,0.444444444,100
Marianna,30.857,-85.168,2020,206,4,GA06G,Scl2,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,61.53846154
Marianna,30.857,-85.168,2020,206,4,GA06G,Scl2,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,95.6043956
Marianna,30.857,-85.168,2020,206,1,GA06G,Scl2,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,98
Marianna,30.857,-85.168,2020,206,1,GA06G,Scl2,87,14,5,5,5,8/21/2020,5,5,5,0,0,0,0.357142857,0,100
Marianna,30.857,-85.168,2020,206,1,GA06G,Scl2,101,14,0,0,5,9/4/2020,0,0,5,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,206,1,GA06G,Scl2,146,45,0,0,5,10/19/2020,0,0,5,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,207,1,GA06G,Grn3,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,56.04395604
Marianna,30.857,-85.168,2020,207,1,GA06G,Grn3,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,87.36263736
Marianna,30.857,-85.168,2020,207,1,GA06G,Grn3,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,95
Marianna,30.857,-85.168,2020,207,1,GA06G,Grn3,87,14,0,0,0,8/21/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,207,1,GA06G,Grn3,101,14,0,0,0,9/4/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,207,1,GA06G,Grn3,146,45,0,0,0,10/19/2020,10,10,10,10,10,10,0,0.222222222,100
Marianna,30.857,-85.168,2020,208,1,GA06G,Scl1,44,44,5,5,5,7/9/2020,5,5,5,0,0,0,0.113636364,0,47.25274725
Marianna,30.857,-85.168,2020,208,1,GA06G,Scl1,59,15,0,0,5,7/24/2020,0,0,5,0,0,0,0,0,75.82417582
Marianna,30.857,-85.168,2020,208,1,GA06G,Scl1,73,14,0,0,5,8/7/2020,0,0,5,0,0,0,0,0,97
Marianna,30.857,-85.168,2020,208,1,GA06G,Scl1,87,14,5,5,10,8/21/2020,5,5,10,0,0,0,0.357142857,0,100
Marianna,30.857,-85.168,2020,208,1,GA06G,Scl1,101,14,0,0,10,9/4/2020,0,0,10,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,208,1,GA06G,Scl1,146,45,0,0,10,10/19/2020,10,10,20,10,10,10,0,0.222222222,100
Marianna,30.857,-85.168,2020,209,2,TUF297,Grn3,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,42.30769231
Marianna,30.857,-85.168,2020,209,2,TUF297,Grn3,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,71.97802198
Marianna,30.857,-85.168,2020,209,2,TUF297,Grn3,73,14,5,5,5,8/7/2020,5,5,5,0,0,0,0.357142857,0,100
Marianna,30.857,-85.168,2020,209,2,TUF297,Grn3,87,14,5,5,10,8/21/2020,5,5,10,0,0,0,0.357142857,0,100
Marianna,30.857,-85.168,2020,209,2,TUF297,Grn3,101,14,5,5,15,9/4/2020,10,5,15,5,5,5,0.357142857,0.357142857,100
Marianna,30.857,-85.168,2020,209,2,TUF297,Grn3,146,45,0,0,15,10/19/2020,15,5,20,15,10,15,0,0.222222222,100
Marianna,30.857,-85.168,2020,210,2,TUF297,Control,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,40.10989011
Marianna,30.857,-85.168,2020,210,2,TUF297,Control,59,15,15,15,15,7/24/2020,15,15,15,0,0,0,1,0,79.12087912
Marianna,30.857,-85.168,2020,210,2,TUF297,Control,73,14,5,0,15,8/7/2020,5,0,15,0,0,0,0,0,97
Marianna,30.857,-85.168,2020,210,2,TUF297,Control,87,14,15,10,25,8/21/2020,15,10,25,0,0,0,0.714285714,0,100
Marianna,30.857,-85.168,2020,210,2,TUF297,Control,101,14,5,0,25,9/4/2020,20,5,30,15,15,15,0,1.071428571,100
Marianna,30.857,-85.168,2020,210,2,TUF297,Control,146,45,0,0,25,10/19/2020,10,5,35,10,10,25,0,0.222222222,100
Marianna,30.857,-85.168,2020,211,2,TUF297,Grn1,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,38.46153846
Marianna,30.857,-85.168,2020,211,2,TUF297,Grn1,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,70.87912088
Marianna,30.857,-85.168,2020,211,2,TUF297,Grn1,73,14,0,0,0,8/7/2020,0,0,0,0,0,0,0,0,100
Marianna,30.857,-85.168,2020,211,2,TUF297,Grn1,87,14,15,15,15,8/21/2020,15,15,15,0,0,0,1.071428571,0,100
Marianna,30.857,-85.168,2020,211,3,TUF297,Grn1,101,14,5,5,20,9/4/2020,10,5,20,10,10,10,0.357142857,0.714285714,100
Marianna,30.857,-85.168,2020,211,3,TUF297,Grn1,146,45,0,0,20,10/19/2020,20,15,35,20,15,25,0,0.333333333,100
Marianna,30.857,-85.168,2020,212,3,TUF297,Scl1,44,44,0,0,0,7/9/2020,0,0,0,0,0,0,0,0,43.40659341
Marianna,30.857,-85.168,2020,212,3,TUF297,Scl1,59,15,0,0,0,7/24/2020,0,0,0,0,0,0,0,0,79.67032967
Marianna,30.857,-85.168,2020,212,3,TUF297,Scl1,73,14,10,10,10,8/7/2020,10,10,10,5,5,5,0.714285714,0.357142857,95
